X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
ZBTB40;0.027408431;0.014337789;0.021141377;0.031481197;0.02459219;0.032516429;0.051347466;0.032992764;0.017107201;0.02148815;0.049408546;0.041699414;0.035846834;0.010186082;0.011579488;0.011686084;0.0130092;0.013210504;0.019587848;0.011273525;0.008884728;0.012181887;0.014033425;0.015556169;0.014329159
ZBTB5;0.049563594;0.041501831;0.039727083;0.045606157;0.051339532;0.051861445;0.056111262;0.054151953;0.038490731;0.052294288;0.052579906;0.057550817;0.042936956;0.04788279;0.047160196;0.039169367;0.041156442;0.040440335;0.039535573;0.042949858;0.056409541;0.06163359;0.042529782;0.060349915;0.044848156
ZBTB7A;0.07996845;0.054871504;0.081672015;0.056764669;0.040890991;0.044963802;0.082061447;0.094163867;0.164127432;0.053425814;0.080814745;0.073464619;0.056814113;0.039842909;0.053309137;0.037811709;0.068007123;0.050732972;0.050257172;0.08246491;0.037893678;0.074801598;0.044579771;0.031381586;0.055136675
ZBTB7B;0.598324191;0.767385878;0.825585513;0.758226289;0.734918936;0.725832579;0.754463456;0.821994903;0.872178414;0.72238217;0.511973321;0.752140697;0.594526596;0.825577754;0.503793722;0.681885245;0.702774714;0.561008458;0.547049111;0.540499686;0.850071747;0.607767779;0.593131708;0.715469034;0.738886383
ZBTB8;0.512962197;0.521152224;0.510196926;0.197778058;0.797451438;0.738760811;0.774684692;0.730627056;0.619933996;0.530215505;0.303289141;0.289765019;0.458788075;0.425752522;0.413430558;0.75577474;0.225132048;0.637938179;0.084340658;0.411128164;0.255013016;0.303000271;0.571793012;0.171972201;0.193838999
ZBTB8OS;0.514084567;0.472954147;0.472653802;0.464739434;0.461838364;0.554210212;0.467478761;0.462444727;0.484756263;0.479131577;0.478683505;0.503945269;0.470794304;0.424786831;0.45844949;0.440524562;0.521734772;0.497170714;0.481204351;0.442701498;0.537982524;0.48866212;0.494238004;0.532948205;0.553426051
ZBTB9;0.032484428;0.026099695;0.026657668;0.02782129;0.030755595;0.028318057;0.039477503;0.047865745;0.023278633;0.023609146;0.027741927;0.036210747;0.021424956;0.022684696;0.021138574;0.023869609;0.027802552;0.025139617;0.026365383;0.025755839;0.028153795;0.023976259;0.023064602;0.034399453;0.01864819
ZC3H10;0.032539933;0.025251185;0.017428945;0.024345291;0.023905367;0.022997823;0.066700056;0.022881918;0.013793472;0.067868091;0.05600059;0.0293987;0.02981999;0.034667268;0.015282843;0.021179039;0.011503638;0.015326211;0.02047689;0.019212551;0.015517058;0.02182214;0.014750672;0.020004763;0.023060884
ZC3H11A;0.841479466;0.869727444;0.849547372;0.844591144;0.857673751;0.845547499;0.871994344;0.878535658;0.860242928;0.830192676;0.823837818;0.811159046;0.854308906;0.846952798;0.838155354;0.881256107;0.860033565;0.878537385;0.873969359;0.867654378;0.882414498;0.839826554;0.873984542;0.861597361;0.876336335
ZC3H7A;0.839685069;0.814227531;0.892703034;0.917635335;0.899854713;0.8939396;0.913470602;0.850083397;0.919308074;0.918940224;0.88689092;0.882847228;0.825338769;0.91081702;0.891789385;0.925089278;0.934175044;0.826569984;0.87886616;0.90980907;0.917271391;0.907596619;0.958509539;0.913387175;0.912604414
ZC3H7B;0.101158511;0.103491267;0.068362378;0.128608098;0.075024471;0.10883626;0.258834111;0.084515543;0.067959205;0.131742019;0.087969035;0.068475262;0.07494576;0.063636586;0.110316891;0.075534216;0.080711324;0.131500927;0.103269836;0.065822642;0.06529369;0.097492335;0.065708781;0.114090824;0.054129928
ZC3HAV1;0.045768635;0.048643326;0.050717681;0.039264222;0.034138139;0.044481869;0.047460068;0.047965453;0.033321497;0.043865824;0.04064941;0.041388023;0.034635802;0.039112064;0.044715123;0.029660199;0.033301838;0.028695125;0.040239349;0.0405648;0.035265138;0.038597668;0.041719941;0.039118073;0.03033243
ZCCHC10;0.035887047;0.022902186;0.016807965;0.022699401;0.024420703;0.019522362;0.040281841;0.029212542;0.020036782;0.041277603;0.030899583;0.027664539;0.024610836;0.017723007;0.019015532;0.024530685;0.017310744;0.021558998;0.016897873;0.016693343;0.021064246;0.020667786;0.039343038;0.025934779;0.020887612
ZCCHC11;0.015305815;0.027179295;0.014930152;0.024877942;0.020380898;0.020452735;0.034777102;0.042865046;0.016340349;0.017161915;0.02226512;0.0200538;0.02698901;0.023794547;0.010418008;0.011712118;0.012130972;0.017097522;0.029812239;0.020700689;0.013807116;0.009707571;0.007307679;0.012693533;0.015427294
ZCCHC12;0.68831284;0.164214005;0.670127616;0.554677767;0.645446423;0.683503086;0.702540755;0.620923974;0.72338951;0.601568999;0.291006304;0.190544398;0.331960392;0.513503708;0.617607117;0.457617201;0.67048774;0.565221244;0.682610985;0.646824186;0.674119706;0.345598217;0.351010144;0.548228576;0.661692392
ZCCHC13;0.719346566;0.828823019;0.676830301;0.653136412;0.52413657;0.897634251;0.703434788;0.704244796;0.836555522;0.459052911;0.803849063;0.874250887;0.539302144;0.608834899;0.578193665;0.760913754;0.791427612;0.949220507;0.84991305;0.540406443;0.574205121;0.766821326;0.723899213;0.774931125;0.902461456
ZCCHC14;0.713808446;0.682208586;0.663795171;0.694677836;0.891833462;0.446320612;0.636836251;0.701869252;0.704439836;0.521093394;0.645771036;0.632702694;0.682645661;0.515037882;0.614436321;0.638484228;0.541455497;0.620064007;0.602528158;0.560078388;0.594775303;0.744748107;0.576821723;0.643577808;0.640085001
ZCCHC17;0.032279939;0.013270337;0.01325562;0.011637593;0.028758025;0.028173566;0.037434168;0.018066694;0.026730979;0.026290878;0.043086968;0.014386745;0.038274703;0.012357757;0.008943799;0.013991958;0.005850154;0.017081718;0.020297067;0.027646148;0.007594936;0.008641312;0.007950555;0.011659871;0.016656043
ZCCHC6;0.022228268;0.011947627;0.011232031;0.012254466;0.020862158;0.021663106;0.038159123;0.013125428;0.015116151;0.007686892;0.012839483;0.013935084;0.016981528;0.014424855;0.007743138;0.004858095;0.01029013;0.018038625;0.022059852;0.014984602;0.007989074;0.010118247;0.006481331;0.010737059;0.011362914
ZCCHC9;0.02503546;0.030253015;0.024131346;0.018011231;0.025501584;0.03450009;0.042822881;0.032553276;0.026071115;0.026817965;0.023331876;0.021903312;0.02456586;0.017894341;0.012492629;0.012416993;0.005709758;0.01167527;0.049490578;0.022555516;0.013516328;0.012630824;0.015284375;0.008466599;0.02395808
ZCRB1;0.04217783;0.06485071;0.055615181;0.03179022;0.10787266;0.058858672;0.058048615;0.059519552;0.027757122;0.028049659;0.036503138;0.034814425;0.051403334;0.245901931;0.030464993;0.053425433;0.029274858;0.016851187;0.049680581;0.033619371;0.028706303;0.02773085;0.025388253;0.048500461;0.03112039
ZCSL2;0.050792375;0.037311725;0.047565814;0.04339589;0.046318163;0.052221042;0.0590305;0.040551081;0.048544562;0.048012162;0.043833078;0.04475235;0.039691911;0.043397127;0.049877577;0.044213438;0.053921487;0.040837186;0.04375966;0.04307407;0.039912441;0.032260283;0.040359531;0.03879094;0.041553435
ZD52F10;0.845354321;0.827585123;0.768302181;0.909680485;0.632179578;0.862964323;0.777052925;0.702873821;0.876293623;0.748906433;0.799154452;0.875371818;0.866046675;0.792663309;0.848010141;0.675864215;0.895221492;0.949058494;0.61005093;0.708363602;0.945564435;0.867491156;0.387800489;0.927353627;0.878717585
ZDHHC11;0.528891423;0.746629049;0.770785944;0.799631002;0.415135518;0.679647892;0.8119065;0.343177169;0.723384681;0.42606852;0.374173058;0.616212506;0.620999784;0.158450047;0.53638486;0.414103527;0.417717479;0.634834936;0.592490685;0.244142628;0.414263217;0.736685292;0.816134535;0.512132469;0.372177366
ZDHHC14;0.03190956;0.035084047;0.018101165;0.021050334;0.017085837;0.028396528;0.044898376;0.020854072;0.042572145;0.04319166;0.024322461;0.023182046;0.024508449;0.011685874;0.016267728;0.006379522;0.009514942;0.016511876;0.036407465;0.019398067;0.007599997;0.017733974;0.0089586;0.008238387;0.029134134
ZDHHC21;0.049685511;0.05144221;0.035188576;0.039685501;0.084729844;0.063039583;0.058502773;0.06260286;0.036797617;0.052271802;0.098912124;0.066214467;0.071084719;0.047116069;0.036442547;0.022103678;0.020924792;0.030504614;0.094191896;0.044532554;0.018181112;0.019786154;0.026041937;0.035334101;0.054308653
ZDHHC24;0.069504861;0.063041841;0.026990739;0.03279833;0.090356455;0.046772937;0.135968533;0.082250178;0.158379245;0.063399382;0.068039008;0.087713828;0.05382462;0.063537692;0.036993246;0.034451131;0.030750042;0.065691919;0.084319415;0.046236104;0.047489399;0.033499747;0.045270686;0.061805625;0.066605993
ZDHHC3;0.446475526;0.65676086;0.38686415;0.517765918;0.516706926;0.283185872;0.29533903;0.550141882;0.221401081;0.436603914;0.548843685;0.582498241;0.535962039;0.482587013;0.525527856;0.423490458;0.196914787;0.19952438;0.582214403;0.589830872;0.340454683;0.590056822;0.271711474;0.709843321;0.415129391
ZDHHC4;0.819346889;0.884456599;0.932840477;0.873182601;0.940208117;0.927920108;0.863089215;0.921133387;0.918696675;0.90795368;0.92879143;0.945968167;0.912848863;0.946562827;0.904807962;0.861686807;0.941146045;0.954538697;0.659367726;0.911169686;0.660007264;0.941823861;0.748051507;0.942061001;0.92928179
ZDHHC5;0.062233112;0.074026547;0.037787958;0.08673054;0.05355679;0.058077785;0.038959851;0.041476314;0.037652901;0.049941762;0.071838178;0.08054545;0.090337212;0.080740855;0.066070711;0.060274369;0.067091727;0.038532116;0.044234893;0.058309393;0.039915888;0.051148397;0.043173451;0.056728804;0.050970063
ZDHHC6;0.069151163;0.046056223;0.024486623;0.05823273;0.057687149;0.066784911;0.045557401;0.059752412;0.050927052;0.070770612;0.044681436;0.054184664;0.069674204;0.049824584;0.019175465;0.021912486;0.025570106;0.064448552;0.08931824;0.026393519;0.02121872;0.022038584;0.054424596;0.022962782;0.034160599
ZDHHC7;0.043402311;0.042318796;0.03152714;0.051372829;0.063808774;0.053337141;0.048979433;0.051801233;0.047136202;0.048621792;0.056062081;0.05367168;0.035314254;0.029986857;0.035912346;0.045347352;0.032600556;0.039917418;0.045514517;0.033023251;0.039105311;0.032459102;0.045002591;0.04399979;0.034818985
ZDHHC8;0.037044646;0.033667715;0.039912845;0.036013212;0.034938024;0.044649723;0.044238501;0.057321716;0.109959724;0.035199943;0.041848023;0.039584859;0.032148746;0.035183285;0.026883022;0.040147554;0.027073243;0.034232247;0.031099843;0.031426752;0.031940993;0.037447862;0.034389459;0.02814441;0.034909292
ZF;0.063556223;0.071205112;0.065160883;0.06517604;0.077794488;0.125610501;0.076621776;0.073513671;0.097151363;0.072784372;0.089484493;0.095031685;0.057613834;0.077817259;0.074591356;0.064581763;0.065546913;0.071456184;0.068200775;0.082596827;0.080181301;0.074963156;0.0945794;0.077782553;0.077735495
ZFAND1;0.04725379;0.039397103;0.038330459;0.040997179;0.032710876;0.040979957;0.049092038;0.071885941;0.036547996;0.043248157;0.04628282;0.053537375;0.043117178;0.028062771;0.034358872;0.035464227;0.042295868;0.032747827;0.035036301;0.040627625;0.032804107;0.051313991;0.03277256;0.032693334;0.031222913
ZFAND2A;0.024332064;0.027242587;0.019066998;0.014841648;0.023893721;0.015649641;0.036183976;0.021966301;0.01801987;0.017743933;0.029951823;0.022056623;0.015861687;0.015173037;0.015308088;0.013439778;0.017798814;0.017311313;0.017601568;0.015564709;0.014335094;0.017123433;0.019273683;0.024767211;0.012629741
ZFAND2B;0.036499408;0.048151492;0.03221403;0.040971942;0.037358066;0.043332848;0.048360924;0.046149332;0.034482965;0.036256083;0.036255544;0.044461963;0.034981499;0.027242232;0.03388767;0.032865065;0.031661627;0.037172038;0.030212903;0.038215851;0.030175521;0.028519973;0.035864069;0.038736566;0.029411474
ZFAND3;0.025388379;0.025156681;0.02912484;0.021335756;0.020175637;0.023252057;0.035826646;0.029891164;0.021306737;0.029468816;0.028383355;0.03925059;0.022331824;0.018516597;0.020213893;0.019536278;0.020312313;0.022713449;0.022608813;0.026631877;0.034960835;0.028693047;0.023078387;0.021839966;0.022799923
ZFHX1B;0.111548903;0.200057372;0.166652089;0.121175099;0.241706831;0.120712878;0.291122624;0.094339409;0.189304602;0.112659649;0.175804089;0.172033422;0.137973106;0.108935578;0.053359987;0.082859521;0.062365652;0.092211426;0.18764024;0.151593314;0.471007993;0.099385966;0.073594095;0.065999119;0.112717216
ZFP1;0.029435397;0.015628669;0.017657072;0.027074775;0.033269187;0.037686818;0.05236302;0.032553155;0.025824445;0.023200223;0.038987261;0.041839776;0.039644255;0.023767707;0.015774229;0.017691225;0.010970564;0.01211673;0.030864662;0.01932621;0.012541276;0.011297702;0.013707143;0.021538341;0.019852955
ZFP161;0.829341144;0.86981621;0.825079094;0.843153803;0.86699627;0.813963922;0.827295446;0.845860832;0.865669567;0.841282022;0.832028061;0.822298842;0.854534513;0.804126493;0.874432693;0.881404933;0.837292767;0.795456631;0.847430775;0.863393426;0.867365759;0.866772296;0.850674907;0.821289868;0.849031668
ZFP2;0.260094066;0.145288546;0.067049305;0.139180528;0.065763865;0.055742852;0.104709963;0.13728213;0.068421409;0.071866183;0.218273653;0.134134738;0.238866837;0.058416898;0.195774188;0.101764571;0.09455658;0.039003407;0.148715302;0.125950771;0.110190267;0.329796056;0.031876885;0.127804754;0.0922767
ZFP28;0.387303912;0.265515402;0.340608895;0.084326599;0.571186606;0.603200122;0.323533497;0.312467233;0.121035594;0.158446896;0.17628337;0.332806629;0.252288219;0.093427594;0.15548621;0.102625736;0.471544792;0.064470913;0.233965715;0.149569206;0.115197065;0.134906499;0.175931577;0.438206613;0.070415063
ZFP3;0.034903205;0.028507955;0.019499434;0.02078823;0.042195183;0.030246383;0.046601568;0.36446887;0.020223513;0.02343984;0.020759032;0.042199128;0.068926102;0.015308379;0.016967673;0.02197422;0.018091918;0.013302045;0.056784042;0.024322573;0.322357367;0.026850945;0.01865842;0.023981442;0.019095827
ZFP36;0.108933606;0.148157037;0.130844592;0.16569313;0.119798371;0.139950624;0.266424448;0.104941979;0.194003479;0.152363983;0.190100746;0.155436569;0.11531276;0.16595887;0.12107027;0.131172178;0.148600682;0.151068196;0.117103004;0.155700442;0.150890716;0.119034926;0.10621304;0.136182956;0.184316883
ZFP36L1;0.03943864;0.030654339;0.041032402;0.044495043;0.022173414;0.040404366;0.052151321;0.027566226;0.045857386;0.026946522;0.032611167;0.037062968;0.035432184;0.024190232;0.01811067;0.021174423;0.030831553;0.024990281;0.048251199;0.025501251;0.026588688;0.04410718;0.014546111;0.017212908;0.029794507
ZFP36L2;0.036371085;0.038410032;0.032413141;0.02686382;0.028061227;0.036432113;0.048076166;0.03283903;0.03331638;0.033036592;0.033768012;0.034377455;0.024096755;0.029312361;0.025200171;0.030443599;0.027012239;0.0251836;0.030052676;0.027900525;0.02591116;0.03166555;0.026924353;0.026862161;0.027575179
ZFP37;0.082400287;0.489757846;0.079403203;0.175421655;0.41708884;0.771845585;0.391547511;0.206424523;0.464340095;0.156430999;0.160300541;0.111227249;0.298678272;0.074688743;0.213525668;0.197141515;0.308657422;0.340410589;0.711430289;0.373272286;0.740377839;0.211092804;0.067854792;0.475091272;0.40901963
ZFP41;0.634903127;0.527417625;0.803202538;0.695706888;0.804766418;0.78857034;0.789741232;0.730851122;0.726087121;0.373379836;0.237320234;0.584395476;0.425768135;0.697250493;0.501695339;0.503580599;0.470386593;0.879146129;0.68209338;0.475291008;0.2796158;0.527854371;0.25257001;0.459200291;0.796052383
ZFP64;0.027145421;0.024356678;0.026265971;0.026749144;0.026283873;0.029306611;0.028871718;0.031901304;0.019728237;0.02493696;0.032928247;0.026621025;0.020045512;0.019700123;0.018075339;0.027475043;0.019443002;0.020306474;0.021628403;0.02120757;0.021018141;0.027174514;0.015789049;0.017754979;0.02382081
ZFP95;0.011366744;0.013025225;0.007599284;0.013495761;0.011252066;0.010020555;0.033909394;0.01128639;0.011464764;0.014980008;0.022131527;0.012009248;0.013741728;0.012145995;0.004709703;0.007842247;0.014621977;0.003286424;0.009396733;0.009544688;0.005927341;0.006703156;0.006232736;0.008087458;0.005945531
ZFPM1;0.048898688;0.042645042;0.074761232;0.041209356;0.032742466;0.044868353;0.084205799;0.067393333;0.125003255;0.052216484;0.058564859;0.040045184;0.03225407;0.034536943;0.044136887;0.027251507;0.037083183;0.038160885;0.055185708;0.02413583;0.031711042;0.03419908;0.041290038;0.031481827;0.027490187
ZFX;0.118970574;0.137744144;0.084983688;0.078412585;0.145435485;0.141089949;0.168266695;0.120979593;0.141962321;0.134727163;0.135504663;0.088947537;0.191031138;0.074858352;0.077630861;0.083798159;0.104839631;0.074970264;0.123237101;0.082329962;0.123898326;0.113939534;0.066582261;0.103286104;0.080458437
ZFYVE16;0.080613331;0.055028463;0.051111056;0.05540256;0.058305823;0.056732109;0.06585678;0.068173784;0.047114353;0.061822502;0.058187972;0.081510973;0.057449237;0.059951293;0.057512864;0.052998467;0.054797542;0.044854281;0.05098584;0.048818303;0.05523786;0.056678691;0.051432367;0.054850574;0.049807957
ZFYVE19;0.832480946;0.809311912;0.4717542;0.868957633;0.901041292;0.866277154;0.847669769;0.860090688;0.917102863;0.841837023;0.830976021;0.868452474;0.85383228;0.881935461;0.90970765;0.912590626;0.953416459;0.762941017;0.83626979;0.879087567;0.869190837;0.892868317;0.884397353;0.934580637;0.897210482
ZFYVE20;0.031552837;0.032753896;0.025909505;0.026838034;0.02725548;0.031721408;0.03718374;0.032549874;0.03118836;0.028143469;0.026186688;0.031391436;0.028513559;0.034398329;0.022504497;0.025789722;0.025588865;0.024011522;0.029574326;0.021765427;0.02482773;0.026306696;0.031797529;0.025879974;0.024793874
ZFYVE26;0.050697348;0.043200603;0.038632628;0.040050572;0.048501342;0.046427664;0.044811457;0.040124348;0.042696826;0.042654688;0.063064728;0.059269613;0.044627264;0.046328068;0.035383851;0.03473377;0.037772785;0.073490729;0.051926133;0.044188081;0.039971157;0.031440129;0.04231562;0.062526307;0.045013028
ZFYVE9;0.105826781;0.136224644;0.064793393;0.12290378;0.077580776;0.067381034;0.068117585;0.099893679;0.060117122;0.074375527;0.096061253;0.080539792;0.147300743;0.080771002;0.121357118;0.105655194;0.088013605;0.047451025;0.066051795;0.101907311;0.102045732;0.1436821;0.047072995;0.14477831;0.087740009
ZGPAT;0.062358726;0.062861942;0.022529475;0.051624245;0.034288765;0.01853987;0.063758913;0.063534237;0.024189616;0.013869077;0.065685147;0.049685401;0.035502321;0.04215107;0.028728013;0.019480163;0.017528185;0.008619842;0.025867631;0.035894177;0.026036017;0.016814163;0.010646908;0.011072764;0.023486024
ZHX1;0.023032783;0.026236718;0.029070192;0.020222526;0.0277137;0.022810813;0.024650434;0.022265949;0.0238083;0.024265237;0.024304999;0.031507819;0.01352294;0.016888932;0.021758969;0.017814599;0.017202603;0.0214364;0.025922771;0.020934175;0.02145575;0.020857346;0.026834368;0.022427727;0.018439692
ZHX2;0.063175534;0.052102791;0.045806712;0.056495592;0.051393591;0.063786305;0.069648548;0.061170043;0.034792685;0.054579398;0.070924996;0.092190484;0.057594196;0.069935862;0.033180119;0.035712668;0.043075448;0.039565717;0.083641998;0.06043531;0.04348871;0.041490007;0.043935346;0.065445558;0.037757192
ZHX3;0.926153589;0.908458229;0.941216511;0.925486042;0.953800445;0.961752221;0.916468667;0.951961504;0.951532508;0.948720193;0.939346324;0.943058591;0.903090902;0.937791587;0.938777712;0.935635008;0.950974873;0.949770818;0.929273401;0.936337303;0.925433275;0.937930298;0.948100934;0.965416995;0.950800182
ZIC1;0.456501148;0.34923875;0.605542438;0.448337944;0.651885715;0.635555283;0.629063114;0.585339055;0.76823332;0.471909963;0.23325982;0.406993275;0.256011881;0.445281449;0.322061885;0.616425288;0.583425946;0.846661314;0.550951767;0.413968334;0.460981616;0.367569389;0.649120161;0.474041342;0.640016521
ZIC3;0.694438293;0.635079794;0.73414333;0.621632864;0.758045514;0.737247339;0.820973807;0.701024303;0.807562227;0.627983131;0.481720007;0.622283867;0.590796482;0.66071422;0.700456178;0.743542345;0.714182934;0.800722983;0.738513942;0.701566673;0.685751468;0.545740732;0.759081591;0.70795036;0.762325066
ZIC5;0.418433533;0.365240439;0.600374009;0.477030887;0.391180578;0.380278385;0.373880372;0.613643392;0.511326764;0.253802985;0.18764587;0.385118193;0.50823282;0.394944767;0.158808771;0.551096914;0.360568455;0.340331772;0.115203356;0.146099594;0.398227955;0.255372048;0.091505031;0.408149923;0.288598033
ZIM2;0.862262211;0.849923967;0.853238959;0.833631893;0.880314186;0.880823039;0.864192783;0.839926349;0.872917149;0.807362141;0.797211549;0.860475093;0.780196364;0.827065341;0.768042788;0.873455444;0.898378343;0.852695834;0.881956146;0.882046309;0.863343117;0.865695;0.88935683;0.844238998;0.872552597
ZKSCAN1;0.032780594;0.037963398;0.038233401;0.039069436;0.034719804;0.036796902;0.048541215;0.040627935;0.02725862;0.047203553;0.047217087;0.057914633;0.029237526;0.03446376;0.032309661;0.029417038;0.031812412;0.03522609;0.025164329;0.032847874;0.029280077;0.040384798;0.035175233;0.03049782;0.029113727
ZMAT2;0.038826601;0.038656094;0.038418867;0.033906557;0.041647383;0.037858028;0.051398737;0.039120224;0.031561023;0.038477598;0.042584131;0.043961705;0.035983051;0.040369282;0.037655848;0.038239014;0.029545613;0.041238605;0.036288496;0.044544056;0.041105473;0.033627778;0.032646777;0.030292588;0.035055883
ZMAT5;0.041778646;0.051293361;0.056616622;0.052055187;0.045491189;0.05075034;0.06059926;0.051273268;0.032493118;0.056601979;0.06148796;0.057791918;0.036332896;0.051178233;0.03602659;0.037226526;0.037823287;0.050082783;0.048647864;0.039446736;0.046496605;0.039690375;0.037688269;0.040401044;0.048705721
ZMPSTE24;0.041774849;0.039010553;0.034343413;0.034285653;0.039621162;0.042408911;0.042498204;0.042190122;0.032043083;0.044563812;0.038630533;0.044924637;0.034273986;0.036415554;0.030466945;0.029167235;0.038423019;0.045240427;0.042412192;0.035643859;0.043345576;0.028254724;0.031226515;0.037681247;0.031684654
ZMYM3;0.312269309;0.017779545;0.022638238;0.320965876;0.116378729;0.023634483;0.02073907;0.012564992;0.014280486;0.181460195;0.0391849;0.023091684;0.031874082;0.170613418;0.276170457;0.008525142;0.015753081;0.380469337;0.019606546;0.19408501;0.191101444;0.011116832;0.012518332;0.316051665;0.012124007
ZMYM4;0.048808912;0.056817027;0.057170503;0.047351697;0.039862739;0.074182958;0.066069452;0.071168783;0.0618108;0.059252358;0.05701326;0.068434395;0.040682878;0.037199261;0.031155127;0.054783225;0.057240133;0.06352552;0.042113813;0.036629026;0.052205403;0.069561532;0.050920849;0.065593543;0.049050628
ZMYM5;0.044719738;0.044380393;0.049068971;0.044709989;0.046747174;0.05433391;0.052097249;0.050516937;0.053097875;0.047805282;0.059430062;0.058282845;0.040744749;0.065770841;0.042459696;0.050900252;0.046545384;0.043569552;0.044868204;0.054231878;0.055629887;0.048655398;0.046412709;0.051913216;0.04759783
ZMYND10;0.032253575;0.013109106;0.010095051;0.020144614;0.018922483;0.017997987;0.039834181;0.01248144;0.027414696;0.023543435;0.02811105;0.015246198;0.042865623;0.020315287;0.015619019;0.007397387;0.005850563;0.014586274;0.021464278;0.019295644;0.004971501;0.01488405;0.009348429;0.013572653;0.010481366
ZMYND11;0.02409197;0.029914448;0.030800882;0.028305319;0.026822956;0.032831493;0.042206334;0.027026302;0.03202077;0.030127192;0.030826439;0.032078812;0.023561298;0.039103439;0.026255039;0.023920477;0.025152968;0.022245177;0.020154947;0.021777976;0.019819437;0.030926701;0.024242769;0.02805429;0.027411964
ZMYND12;0.199508408;0.128362039;0.064602874;0.39005545;0.432143578;0.78974318;0.054698453;0.062235008;0.115440857;0.108861102;0.257462856;0.091922237;0.383231562;0.323392465;0.273236624;0.740717277;0.271106278;0.056573123;0.216456743;0.154328227;0.087764322;0.278076927;0.066432776;0.198321027;0.081274627
ZMYND15;0.119678178;0.117588693;0.052943749;0.091741838;0.113540177;0.071550128;0.075380469;0.083144692;0.051402796;0.113825439;0.074610531;0.103763058;0.149264758;0.099017738;0.077080529;0.049446431;0.057202515;0.038459296;0.082846494;0.081371016;0.093333029;0.08990206;0.054695441;0.119078799;0.077290598
ZMYND17;0.878127134;0.856791308;0.894885306;0.867728685;0.887033147;0.852631146;0.889805707;0.881904811;0.889874903;0.883623343;0.889596832;0.836007736;0.881840896;0.864675294;0.891996754;0.870743038;0.867026667;0.878930697;0.886464177;0.849377853;0.892609156;0.920471104;0.892050285;0.8765368;0.88572944
ZMYND19;0.03717105;0.037920134;0.032511574;0.040855759;0.032977596;0.035221605;0.052047235;0.037482127;0.045458452;0.032400666;0.03114924;0.042459995;0.032834027;0.042589865;0.029163762;0.033402739;0.029440566;0.033205441;0.029757637;0.043564248;0.023040544;0.033486819;0.034391861;0.032815117;0.024908927
ZNF10;0.021618104;0.015355898;0.009747174;0.021188018;0.020020752;0.015841801;0.033196465;0.015498028;0.010832616;0.019489597;0.018407489;0.017121966;0.014062356;0.020238939;0.008502243;0.011111358;0.015083915;0.011200745;0.009423495;0.012404729;0.336442212;0.016547159;0.009005999;0.01020945;0.01404622
ZNF114;0.055867353;0.069399285;0.048168561;0.053637761;0.043121591;0.061545259;0.068565414;0.047025709;0.05891519;0.051782156;0.077976034;0.065161731;0.339686913;0.074660838;0.054584301;0.353997174;0.04619953;0.217711641;0.049597512;0.062243821;0.170608623;0.049729144;0.225872416;0.067299114;0.060620983
ZNF11B;0.026459353;0.024110636;0.018997813;0.025247421;0.024684224;0.031773973;0.026844981;0.117106443;0.024096733;0.027267239;0.030088338;0.027265539;0.018407453;0.022785033;0.017803031;0.018642829;0.025461009;0.025973125;0.022016015;0.030844901;0.021709048;0.015929674;0.027305999;0.029408844;0.021003471
ZNF132;0.037262339;0.535210371;0.577728642;0.029255993;0.708853541;0.818535391;0.840753185;0.746875756;0.846523944;0.680498874;0.110501129;0.490584013;0.398714487;0.536858832;0.068905799;0.730071898;0.727462004;0.869113068;0.719928408;0.650028772;0.541999103;0.246047884;0.776387794;0.635210273;0.216648959
ZNF133;0.030341851;0.040567992;0.03437176;0.045160606;0.043651192;0.049278836;0.040570791;0.035876996;0.034271075;0.057791005;0.05060339;0.062731278;0.029366005;0.031979843;0.039899241;0.05176519;0.043896567;0.035729006;0.036609775;0.03142459;0.041700095;0.033899989;0.049815974;0.029462892;0.019939515
ZNF134;0.614914506;0.660223002;0.83434482;0.278449342;0.865163198;0.830698005;0.856804815;0.805442112;0.872559869;0.548030938;0.303846567;0.656331422;0.595366115;0.494015933;0.500402563;0.707686624;0.809156263;0.894236752;0.821921303;0.706916147;0.76596532;0.499103317;0.525596453;0.684492924;0.58077988
ZNF135;0.692854642;0.62262183;0.817835851;0.687066775;0.800349362;0.794900139;0.88473245;0.786091211;0.890933745;0.700539817;0.485324772;0.638645911;0.612906426;0.75061783;0.598056348;0.801034931;0.781686345;0.90563588;0.7891974;0.630135907;0.772718671;0.602626994;0.813633384;0.714427836;0.126483707
ZNF136;0.035283972;0.031028404;0.028517403;0.027942126;0.026288109;0.02846901;0.035746817;0.033255815;0.036108456;0.029104006;0.037822264;0.037279247;0.025736142;0.031582795;0.030394314;0.031538229;0.023503368;0.033037813;0.029613056;0.025423752;0.021897386;0.020689079;0.026262046;0.032406946;0.031089131
ZNF14;0.03131962;0.024770987;0.011898909;0.014185336;0.03291031;0.017094308;0.026637335;0.573296626;0.014277891;0.013887746;0.033560306;0.024801883;0.016541893;0.018336397;0.010531934;0.007422344;0.007771076;0.018860917;0.033199419;0.015666642;0.012477667;0.012893053;0.672455097;0.012159719;0.017556432
