X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
ZNF140;0.048097774;0.039948292;0.052195014;0.052898421;0.049561168;0.075411256;0.055923834;0.04627654;0.04072277;0.044726316;0.054793655;0.053444395;0.03773509;0.054009907;0.046569264;0.058874727;0.053354137;0.04336828;0.048109218;0.045422827;0.671696246;0.046082203;0.035271295;0.04871656;0.042729647
ZNF141;0.063548776;0.056732918;0.050678411;0.052467975;0.049293069;0.058638485;0.076409657;0.789945396;0.400956933;0.083725983;0.050037836;0.068119985;0.54604596;0.049104885;0.047106247;0.042217623;0.04724486;0.056102896;0.048944172;0.053977556;0.044855709;0.058598222;0.04553057;0.107810717;0.054927429
ZNF142;0.891721894;0.888793043;0.901331021;0.898258426;0.89987964;0.916209999;0.887062331;0.905446971;0.881126772;0.898685927;0.914937434;0.9058207;0.898072864;0.906055591;0.913363382;0.890784692;0.921387747;0.934588133;0.886214165;0.912215377;0.831156027;0.89326161;0.90639428;0.915989179;0.902319535
ZNF143;0.027279394;0.032045971;0.028191812;0.0243715;0.027706702;0.028219631;0.03517796;0.033228372;0.024583405;0.032644191;0.026870352;0.03415091;0.028522121;0.027127696;0.023836306;0.028234737;0.024218866;0.027695205;0.027846221;0.022273137;0.024650688;0.027115332;0.022458113;0.024196622;0.026779574
ZNF146;0.869042174;0.874448918;0.883518459;0.899694632;0.886024505;0.868271037;0.892767878;0.871684692;0.87971787;0.87982038;0.885888854;0.864394977;0.877736568;0.860811384;0.887943813;0.901468911;0.901441358;0.901842617;0.880284806;0.890877599;0.843726458;0.885620812;0.891352988;0.875580543;0.777358229
ZNF148;0.023630107;0.024088318;0.020966319;0.026696593;0.02781038;0.026851508;0.025050374;0.031016571;0.022667523;0.037180847;0.045542404;0.019589041;0.022580397;0.021649517;0.018149508;0.026104894;0.023130199;0.009830542;0.034197099;0.028909723;0.019530069;0.018344605;0.017013331;0.017800432;0.027058192
ZNF155;0.021792752;0.030818568;0.013329343;0.029947759;0.433358711;0.010918638;0.025433916;0.018462168;0.013382015;0.024048992;0.02197632;0.030734663;0.015545092;0.012137304;0.007877428;0.014802689;0.011866224;0.011856263;0.052814559;0.024591401;0.017065817;0.164968273;0.008774887;0.021592744;0.014092434
ZNF16;0.057697457;0.069831041;0.057714508;0.054676186;0.047985327;0.073606412;0.05339009;0.08346473;0.052969246;0.063650098;0.077787706;0.082830787;0.062437303;0.031678964;0.054765998;0.043653969;0.046802208;0.051037832;0.071046503;0.050078655;0.060727032;0.054939819;0.1013758;0.058728869;0.048590248
ZNF160;0.016622901;0.02209672;0.016281899;0.014117227;0.017906178;0.020923532;0.025792943;0.449288969;0.013368749;0.011346409;0.017909559;0.020507635;0.015083131;0.01433046;0.013577102;0.017205885;0.018125714;0.01407685;0.013054777;0.013655967;0.014023456;0.014689568;0.011136058;0.016301143;0.013449469
ZNF161;0.074272974;0.027435242;0.034280721;0.065559953;0.070539589;0.059127871;0.087177509;0.04815686;0.041783609;0.038395267;0.072424491;0.053347871;0.043848606;0.041367044;0.044085824;0.02313571;0.037946291;0.038946809;0.042154565;0.063611581;0.022334656;0.028464805;0.027348685;0.029667223;0.043911107
ZNF175;0.046414791;0.054786251;0.155397894;0.052052189;0.052350011;0.089820836;0.082438697;0.249882409;0.042468161;0.044708098;0.059390885;0.077470829;0.039976134;0.076908414;0.04902966;0.08772245;0.036889153;0.065020994;0.051536821;0.053320788;0.049330157;0.044381284;0.041680494;0.065413846;0.051511683
ZNF177;0.654596253;0.453136291;0.300794803;0.612421894;0.528836736;0.571850419;0.506445744;0.277270256;0.711024728;0.390515276;0.329890219;0.517864511;0.361432315;0.747947417;0.449651841;0.252205067;0.491710694;0.804377325;0.738364761;0.65551805;0.610268928;0.482136756;0.497850413;0.6780727;0.760501107
ZNF184;0.051467509;0.045569689;0.039590171;0.036917449;0.047087066;0.040309152;0.043705358;0.051828292;0.029056037;0.039623515;0.050911923;0.047571042;0.03372199;0.033356068;0.046678673;0.043516584;0.036499854;0.036984053;0.037149823;0.044061708;0.050986546;0.045259236;0.051783266;0.049623797;0.03200354
ZNF187;0.046477129;0.053736593;0.037088979;0.050845453;0.048849067;0.048337826;0.05197741;0.047466353;0.041237198;0.04392536;0.042293293;0.054459253;0.02890471;0.040394068;0.032959334;0.043095963;0.033057374;0.04077415;0.037445824;0.039750535;0.041953627;0.041684432;0.04000705;0.057224425;0.046188964
ZNF19;0.776055944;0.738377399;0.849195915;0.811699059;0.884513781;0.881012741;0.79241148;0.506527426;0.8714914;0.783484524;0.81145518;0.774456712;0.572647677;0.794833351;0.720266508;0.595743905;0.871984781;0.886295087;0.682387277;0.731476084;0.611511085;0.859209489;0.845755665;0.840326237;0.83659201
ZNF192;0.025807562;0.0153837;0.017924643;0.02198388;0.027696551;0.017486659;0.012709056;0.022144939;0.017692408;0.026672211;0.048642123;0.046214656;0.022422959;0.020678317;0.009325505;0.016961345;0.014365259;0.01821445;0.039634122;0.014137199;0.016342697;0.013675842;0.013685295;0.011511376;0.018187749
ZNF193;0.052314618;0.045357023;0.044687638;0.053147648;0.025238563;0.055414301;0.055595127;0.036907295;0.020390069;0.053049189;0.099524677;0.07948959;0.075519563;0.031860963;0.02612921;0.033239287;0.014916116;0.025696513;0.057369398;0.026549563;0.028884575;0.047145268;0.028315846;0.036853297;0.023820756
ZNF197;0.073348143;0.036268621;0.042498721;0.047626437;0.094509605;0.035401736;0.038210439;0.035357418;0.034301602;0.031608999;0.034922708;0.044414926;0.025619129;0.017833937;0.026120172;0.04898995;0.029956954;0.021028548;0.0237881;0.024391009;0.037673113;0.039733428;0.024340425;0.038420545;0.018383018
ZNF200;0.046438008;0.048114156;0.047499358;0.042646427;0.048685926;0.052143013;0.06888683;0.050904059;0.047462815;0.044881745;0.053677881;0.054592536;0.04677318;0.049005373;0.044845128;0.045311314;0.041006909;0.046524849;0.053665004;0.055901211;0.040814737;0.047472778;0.041606184;0.04607736;0.038435437
ZNF205;0.122213324;0.167958967;0.074067714;0.157892029;0.056191906;0.04937863;0.072574362;0.060641149;0.062511649;0.095512547;0.148325707;0.0942634;0.101917679;0.084633602;0.07705038;0.034473978;0.032512283;0.035373751;0.118241319;0.061330733;0.085754934;0.13521166;0.061276944;0.144712592;0.057248848
ZNF206;0.341067947;0.47983137;0.256936318;0.623716868;0.162175438;0.497028802;0.575574436;0.305017884;0.23817688;0.263009347;0.576818464;0.39215311;0.449405644;0.256646021;0.40210529;0.55250114;0.448473746;0.076591255;0.203079243;0.263162219;0.465824502;0.561581813;0.210560517;0.491389781;0.311568871
ZNF207;0.040646797;0.054918655;0.047830459;0.043840959;0.045719224;0.03888787;0.042376148;0.050832509;0.038709215;0.057843562;0.049264084;0.050895093;0.035315641;0.032014568;0.032902647;0.040752436;0.041234842;0.04200343;0.035794383;0.03923255;0.036044268;0.029901785;0.032952216;0.046198128;0.043990813
ZNF211;0.040648358;0.036671591;0.027886907;0.027363934;0.043099428;0.038895877;0.036985448;0.035677097;0.028522921;0.039935002;0.039373127;0.055750603;0.019821253;0.026751641;0.035533896;0.047277174;0.023689584;0.036478166;0.50426146;0.039311043;0.034518161;0.04585336;0.026081783;0.034207801;0.027124192
ZNF212;0.042305209;0.064312289;0.057201846;0.05670476;0.063097794;0.061074777;0.067532417;0.065781305;0.051927363;0.08747653;0.073231045;0.081549442;0.04731609;0.053588157;0.055840024;0.048792993;0.047096392;0.049342468;0.050448945;0.042487035;0.049393682;0.066599984;0.05405961;0.059924178;0.04322271
ZNF213;0.026904256;0.021786541;0.022718395;0.018247688;0.025120832;0.028427512;0.029571158;0.023629198;0.023302577;0.021648567;0.024835623;0.029500025;0.024833263;0.019414937;0.021970911;0.02601089;0.021466598;0.022413502;0.024312029;0.023730492;0.022321688;0.020622384;0.027829643;0.021031223;0.025573167
ZNF214;0.028288478;0.021523321;0.01106689;0.019190508;0.227486612;0.012490894;0.018711228;0.019845568;0.012781778;0.013859457;0.01926644;0.028780999;0.025619837;0.025180427;0.027521801;0.011676608;0.011623977;0.009271804;0.021393978;0.021926757;0.013942515;0.030550945;0.00684072;0.022407975;0.022170972
ZNF215;0.025838456;0.031099356;0.022110486;0.029318612;0.421592747;0.019561553;0.024734335;0.026942752;0.019870721;0.023437545;0.022972514;0.332594747;0.026100576;0.273171236;0.051375126;0.085516367;0.024352972;0.019148082;0.023210503;0.02017054;0.021871553;0.030456737;0.016653381;0.026132026;0.021776196
ZNF217;0.030677465;0.035732178;0.022773625;0.023386137;0.048795399;0.030349259;0.038360206;0.030500156;0.018740711;0.049920832;0.040080512;0.043853208;0.035243278;0.042118261;0.023358458;0.014176557;0.010710527;0.011652678;0.022910039;0.016899536;0.02515246;0.017582268;0.01771025;0.028128248;0.016183999
ZNF219;0.067132253;0.066895864;0.050648746;0.064505937;0.064320017;0.067795575;0.073926571;0.072375744;0.071182117;0.054043046;0.065030574;0.061217489;0.063041042;0.06452582;0.052882082;0.052570304;0.055981808;0.066834704;0.061868235;0.057498851;0.049650362;0.069687548;0.070322839;0.047904727;0.056948819
ZNF221;0.059423956;0.046455353;0.032277248;0.022166285;0.035197344;0.037862362;0.04225896;0.06602808;0.0232089;0.061232244;0.094499899;0.029843892;0.051650767;0.063444178;0.021419639;0.020415652;0.014743351;0.027267448;0.036606265;0.029433316;0.26841286;0.019467982;0.017150819;0.015366583;0.018621378
ZNF222;0.069981615;0.058855208;0.041050904;0.046275292;0.061102599;0.118438515;0.042571117;0.045662943;0.02055751;0.072316648;0.097624877;0.045322349;0.04136994;0.059354776;0.022780106;0.043397263;0.028722586;0.075550856;0.041485741;0.042396502;0.12587223;0.051476681;0.019479329;0.034131144;0.034046186
ZNF224;0.032012598;0.044275006;0.044913318;0.037839596;0.047706225;0.0659473;0.044308273;0.029504123;0.027571655;0.038503371;0.057604369;0.049354245;0.030436377;0.042318795;0.037238613;0.042374367;0.029268334;0.032908762;0.047157138;0.036193391;0.032903284;0.037121745;0.035712548;0.039153543;0.028472357
ZNF227;0.048397081;0.05676783;0.066593547;0.075218484;0.068900823;0.098370422;0.080746861;0.061947897;0.052721154;0.074841431;0.072794965;0.122130979;0.055717656;0.061759697;0.060049153;0.064255231;0.053778199;0.086262288;0.067669245;0.09096958;0.068248165;0.080402337;0.050621898;0.089856459;0.07819526
ZNF228;0.387828465;0.226848261;0.116014609;0.332334068;0.242213004;0.333296172;0.110629153;0.209542967;0.084165308;0.181094589;0.255916129;0.322865915;0.219039605;0.230318235;0.272229787;0.252011241;0.442916694;0.210333016;0.200387489;0.170336576;0.3023954;0.364473272;0.066800498;0.384038592;0.195929262
ZNF23;0.034727876;0.051227328;0.026506572;0.027919636;0.047889022;0.029276377;0.085973365;0.071468732;0.020211588;0.053516598;0.038468042;0.018583603;0.064670803;0.108205678;0.02232591;0.019019631;0.023436905;0.017935899;0.043377531;0.026969261;0.031027944;0.020641233;0.031540601;0.02309344;0.038475961
ZNF230;0.040824266;0.025141567;0.034652997;0.030026795;0.040898633;0.047640843;0.043476373;0.037917386;0.035583566;0.034478757;0.037400613;0.054940175;0.034694516;0.031453883;0.026942327;0.033856304;0.026338574;0.038021387;0.036543592;0.033013482;0.040730226;0.043604158;0.030260038;0.046285222;0.036552039
ZNF238;0.098168031;0.110217607;0.097754879;0.118627141;0.087383933;0.112853184;0.098842386;0.088872702;0.06636431;0.093961944;0.09742506;0.129460734;0.154265964;0.110314385;0.11750479;0.106183023;0.093040863;0.067892183;0.090648526;0.081569263;0.243564148;0.12020066;0.083013953;0.130979852;0.092582808
ZNF239;0.788019646;0.887623853;0.908279479;0.908612273;0.891660115;0.937266919;0.92600249;0.894432856;0.920260652;0.916230465;0.870294241;0.902302807;0.828240062;0.864433231;0.878220311;0.85660911;0.911336116;0.954234188;0.917197206;0.937309863;0.919319998;0.909029277;0.941867297;0.879559885;0.937605113
ZNF24;0.034902042;0.025749844;0.013804609;0.021469647;0.025297145;0.024491341;0.030303912;0.028466205;0.02021791;0.025813862;0.02705073;0.028687042;0.024850598;0.024694101;0.018557043;0.015101145;0.015400809;0.016285317;0.038445734;0.013402773;0.017979397;0.018992853;0.015342157;0.014521101;0.02079382
ZNF248;0.028456848;0.030482352;0.027390685;0.025439357;0.033371257;0.023430066;0.031135519;0.025069516;0.027127523;0.029128983;0.034606099;0.030467622;0.025013591;0.019767178;0.021372412;0.027733731;0.022763894;0.021970634;0.020852638;0.026140528;0.024429755;0.02925596;0.030817479;0.029617431;0.029008636
ZNF25;0.040912255;0.031738837;0.03352331;0.03757723;0.039955334;0.036743184;0.050020306;0.029055112;0.035957008;0.047231754;0.063359364;0.05222574;0.038376408;0.027593359;0.016180629;0.022422024;0.018322074;0.031871009;0.071813375;0.031120283;0.018685175;0.018778085;0.020011708;0.032118552;0.029758623
ZNF250;0.019884599;0.017174632;0.012426566;0.016138587;0.018610931;0.018700585;0.022798781;0.019764619;0.012561116;0.013910631;0.021550228;0.022904918;0.012551715;0.011711086;0.008749944;0.010273873;0.007221282;0.012104656;0.015496846;0.00993118;0.008747797;0.006519995;0.022935101;0.006438288;0.007642994
ZNF254;0.203313686;0.302657218;0.18294211;0.435156836;0.169128799;0.177669319;0.142420025;0.648021278;0.166547253;0.457263629;0.264421735;0.222477799;0.458693506;0.15582115;0.144292743;0.620808262;0.175308077;0.194359065;0.150476331;0.184507482;0.523617015;0.189223246;0.170700715;0.642482026;0.156534657
ZNF256;0.025548464;0.045326063;0.091581239;0.017274365;0.476966681;0.037787032;0.13793288;0.233937828;0.375148312;0.154840615;0.041396729;0.220514423;0.090009751;0.025467608;0.041003133;0.348661439;0.019491888;0.020649214;0.236351576;0.020133271;0.111826672;0.07959577;0.02819479;0.010622503;0.02190877
ZNF263;0.027922188;0.032024762;0.031785003;0.025307038;0.03929759;0.035930094;0.038341032;0.026568556;0.032525344;0.034571464;0.037447388;0.040513875;0.021737603;0.0224168;0.032590913;0.023256084;0.023667268;0.028230973;0.025445868;0.024888828;0.026374256;0.037035088;0.033606916;0.033376306;0.022804214
ZNF264;0.109176812;0.104105381;0.06332152;0.133891872;0.577553162;0.071100641;0.172867479;0.784028423;0.583934116;0.592498391;0.142584471;0.096869454;0.116747363;0.084508068;0.057612251;0.807822722;0.114151366;0.674586162;0.101115713;0.415788267;0.081714937;0.111515712;0.842994191;0.45854566;0.074110693
ZNF265;0.047209382;0.083647794;0.038445619;0.040190503;0.085047984;0.034771645;0.057026228;0.042721934;0.050806559;0.053456513;0.065556732;0.060598022;0.13144743;0.080535654;0.01387063;0.018964015;0.047204859;0.051112886;0.050827658;0.045132381;0.031942094;0.01906802;0.031275874;0.02908147;0.046001597
ZNF266;0.025224836;0.016773448;0.019807709;0.021959911;0.02312288;0.023504388;0.022551529;0.337745339;0.015729435;0.021610089;0.023078479;0.026784737;0.01698049;0.019072012;0.019039201;0.02156919;0.01989394;0.021705503;0.024178519;0.017123066;0.344871842;0.024807689;0.017079485;0.018228631;0.019967508
ZNF267;0.237331951;0.194103559;0.13406992;0.072804547;0.10600778;0.220262093;0.271403652;0.200437434;0.262163262;0.13818873;0.066936696;0.336144083;0.149498471;0.141206196;0.179060796;0.06143868;0.158115869;0.144134817;0.244036674;0.098853827;0.212967038;0.134941441;0.256319876;0.072423166;0.111145594
ZNF276;0.043144176;0.026237135;0.029557384;0.04498309;0.044859067;0.032198631;0.037407685;0.037434338;0.037494805;0.030723871;0.047923555;0.063053633;0.042492075;0.044238227;0.026178565;0.026106008;0.026825613;0.025654422;0.043014483;0.028850749;0.02421486;0.035487272;0.020938676;0.031388757;0.023792074
ZNF277;0.035044076;0.053933909;0.043858917;0.041571975;0.045477565;0.053510438;0.045772072;0.051588044;0.052582124;0.035878063;0.05211564;0.05298355;0.042773228;0.055534922;0.047954521;0.050893448;0.055354754;0.051194943;0.04287425;0.038108951;0.059241479;0.040469909;0.039076797;0.048597301;0.041207
ZNF278;0.02495327;0.027478857;0.025038569;0.03069862;0.027664718;0.022170568;0.038154697;0.031368101;0.023917223;0.029607863;0.033255366;0.027015293;0.023495056;0.023919992;0.022124453;0.022858406;0.020934978;0.025477634;0.024602427;0.018511161;0.030101104;0.019841755;0.023844701;0.020516924;0.023228354
ZNF287;0.358263485;0.291828607;0.218869216;0.214651887;0.414005324;0.271402327;0.526060913;0.471771723;0.623886379;0.133332801;0.250050164;0.348907065;0.278293434;0.250229558;0.211407256;0.59396835;0.158256853;0.676325215;0.156740783;0.17311959;0.110613801;0.279123885;0.107317358;0.207382855;0.127655696
ZNF289;0.058010607;0.049392046;0.045764533;0.044916818;0.069308827;0.04982702;0.097524496;0.052072961;0.064516397;0.047257722;0.047801055;0.071151122;0.040365817;0.047155816;0.049374311;0.046131877;0.040976263;0.039634322;0.047273804;0.048604081;0.040744099;0.053768952;0.064801798;0.038960498;0.051137855
ZNF295;0.050632833;0.049246614;0.044258944;0.042500459;0.0445339;0.05057082;0.052154841;0.048196003;0.043192071;0.053358869;0.05033648;0.050904061;0.039038307;0.049640651;0.04320842;0.034635339;0.051831496;0.045427822;0.05614236;0.038309003;0.043162057;0.044143749;0.04287135;0.040236363;0.042766613
ZNF300;0.619118409;0.814152251;0.532372528;0.527138237;0.895332666;0.362673792;0.255861007;0.341062828;0.556799995;0.574388185;0.786385442;0.645933952;0.603577919;0.320916031;0.729845834;0.200624658;0.489623334;0.736576855;0.423764871;0.474211741;0.820984431;0.765675752;0.507867457;0.588252363;0.769244067
ZNF304;0.609295539;0.540620975;0.491528926;0.043286469;0.556622342;0.755593525;0.630684687;0.666175737;0.792512405;0.630634274;0.130041713;0.576607455;0.322328351;0.642057347;0.282767089;0.654882012;0.569755105;0.889308478;0.530701897;0.479149353;0.451112909;0.256565299;0.801738793;0.536439355;0.030513685
ZNF306;0.068677574;0.06446237;0.054619611;0.047228964;0.054145952;0.061161269;0.0616078;0.069301439;0.05535218;0.061622663;0.072681105;0.065313591;0.045506123;0.053636415;0.055842744;0.047597312;0.049239906;0.061348505;0.047922881;0.060248964;0.050077802;0.046820626;0.064911816;0.05980044;0.052013954
ZNF307;0.022544276;0.031384741;0.021434945;0.026490203;0.028087618;0.031926932;0.023439418;0.031725776;0.021899488;0.028498463;0.026831545;0.031290124;0.022842154;0.021132397;0.023166881;0.021865233;0.016850725;0.023864118;0.02280266;0.020052758;0.020520188;0.019447439;0.029061764;0.026693584;0.018599738
ZNF312;0.3676737;0.392405925;0.577545771;0.520002465;0.648090963;0.434941461;0.680950313;0.586033786;0.721634274;0.280578611;0.129466196;0.138707531;0.266314066;0.307651937;0.36760989;0.379819737;0.411226753;0.825210482;0.162245475;0.272512529;0.614401322;0.289652399;0.440789747;0.461877252;0.311695679
